gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,customerID - Copy,Multiple lines,Streaming Tv,Tenure Band,Customer Type,Risk Type
Male,0,Yes,Yes,50,Yes,Fiber Optic,No,Yes,No,Yes,Yes,Month-To-Month,No,Electronic Check,103.7,5071.05,Yes,1842-Ezjmk,Yes,Yes,12+Months,Existing Customer,Normal
Male,0,Yes,Yes,55,Yes,Fiber Optic,No,Yes,No,Yes,No,Month-To-Month,No,Electronic Check,79.4,4238.45,No,7148-Xzpha,No,No,12+Months,Existing Customer,Normal
Male,0,No,No,1,No,Dsl,No,Yes,No,Yes,Yes,Month-To-Month,Yes,Mailed Check,44.65,44.65,Yes,7851-Flggq,No,No,0-6 Months,New Customer,High Risk
Female,0,Yes,No,35,Yes,Dsl,No,Yes,No,Yes,No,Month-To-Month,No,Electronic Check,56.85,1861.1,No,9853-Jfzdu,No,No,12+Months,Existing Customer,Normal
Male,0,No,No,44,Yes,Fiber Optic,No,Yes,No,Yes,Yes,Month-To-Month,No,Electronic Check,100.55,4398.15,Yes,8761-Nsobc,No,Yes,12+Months,Existing Customer,Normal
Female,0,No,No,25,Yes,Dsl,No,Yes,No,Yes,Yes,Month-To-Month,Yes,Bank Transfer (Automatic),65.8,1679.65,No,4923-Adwxj,No,No,12+Months,Existing Customer,Normal
Male,1,Yes,No,28,Yes,Fiber Optic,No,Yes,No,Yes,Yes,Month-To-Month,Yes,Electronic Check,105.8,2998,No,1104-Tnlza,Yes,Yes,12+Months,Existing Customer,Normal
Female,0,Yes,No,26,Yes,Dsl,No,Yes,No,Yes,Yes,Month-To-Month,Yes,Electronic Check,73.05,1959.5,No,5949-Hgvjl,No,Yes,12+Months,Existing Customer,Normal
Female,0,Yes,Yes,4,Yes,Dsl,No,Yes,No,Yes,No,Month-To-Month,No,Mailed Check,56.5,235.1,Yes,8976-Oqhgt,No,No,0-6 Months,New Customer,High Risk
Female,1,No,No,18,Yes,Fiber Optic,No,Yes,No,Yes,Yes,Month-To-Month,Yes,Credit Card (Automatic),103.6,1806.35,No,9129-Uxerg,Yes,Yes,12+Months,Existing Customer,Normal
Male,0,No,No,29,Yes,Fiber Optic,No,Yes,No,Yes,No,Month-To-Month,No,Mailed Check,89.65,2623.65,No,6897-Uubnu,No,Yes,12+Months,Existing Customer,Normal
Male,0,Yes,Yes,30,Yes,Fiber Optic,No,Yes,No,Yes,No,Month-To-Month,Yes,Bank Transfer (Automatic),83.55,2570.2,No,5060-Tquqn,Yes,No,12+Months,Existing Customer,Normal
Female,1,No,No,64,No,Dsl,No,Yes,No,Yes,No,Month-To-Month,Yes,Electronic Check,43.85,2751,No,6211-Whmya,No,Yes,12+Months,Existing Customer,Normal
Female,0,No,No,8,Yes,Dsl,No,Yes,No,Yes,No,Month-To-Month,Yes,Electronic Check,65.45,554.45,No,5568-Dmxzs,No,Yes,6-12 Months,Existing Customer,Normal
Female,0,Yes,No,30,Yes,Fiber Optic,No,Yes,No,Yes,No,Month-To-Month,Yes,Credit Card (Automatic),94.1,2804.45,Yes,3976-Bwuck,Yes,Yes,12+Months,Existing Customer,Normal
Female,0,Yes,Yes,23,Yes,Dsl,No,Yes,No,Yes,No,Month-To-Month,Yes,Credit Card (Automatic),69.5,1652.1,No,1684-Flbgs,Yes,Yes,12+Months,Existing Customer,Normal
Male,0,No,No,13,Yes,Dsl,No,Yes,No,Yes,Yes,Month-To-Month,No,Mailed Check,73.35,931.55,No,0550-Dcxlh,No,Yes,12+Months,Existing Customer,Normal
Female,0,No,No,42,Yes,Fiber Optic,No,Yes,Yes,Yes,Yes,Month-To-Month,Yes,Bank Transfer (Automatic),78.23,4327.5,No,9919-Ylnng,No,Yes,12+Months,Existing Customer,Normal
Male,0,Yes,Yes,15,Yes,Dsl,No,Yes,Yes,Yes,Yes,Month-To-Month,Yes,Mailed Check,69.5,1071.4,No,3466-Byavd,No,No,12+Months,Existing Customer,Normal
Male,0,No,No,59,Yes,Fiber Optic,No,Yes,Yes,Yes,Yes,Month-To-Month,Yes,Electronic Check,111.35,6519.75,No,6168-Ybynp,Yes,Yes,12+Months,Existing Customer,Normal
Male,1,Yes,No,27,Yes,Dsl,No,Yes,Yes,Yes,Yes,Month-To-Month,Yes,Bank Transfer (Automatic),84.8,2309.55,No,9774-Nrnau,Yes,Yes,12+Months,Existing Customer,Normal
Male,0,No,No,51,Yes,Fiber Optic,No,Yes,Yes,Yes,No,Month-To-Month,Yes,Electronic Check,87.35,4473,No,5973-Ejgdp,Yes,No,12+Months,Existing Customer,Normal
Male,0,Yes,No,60,No,Dsl,No,Yes,Yes,Yes,Yes,Month-To-Month,Yes,Bank Transfer (Automatic),60.2,3582.4,No,8847-Geooq,No,Yes,12+Months,Existing Customer,Normal
Female,1,Yes,No,28,Yes,Fiber Optic,No,Yes,Yes,Yes,Yes,Month-To-Month,Yes,Electronic Check,110.85,3204.4,No,6030-Rehux,Yes,Yes,12+Months,Existing Customer,Normal
Male,1,Yes,Yes,43,Yes,Fiber Optic,No,Yes,Yes,Yes,Yes,Month-To-Month,Yes,Bank Transfer (Automatic),110.75,4687.9,Yes,5099-Bailx,Yes,Yes,12+Months,Existing Customer,Normal
Male,0,Yes,No,21,Yes,Fiber Optic,No,Yes,Yes,Yes,Yes,Month-To-Month,Yes,Electronic Check,111.2,2317.1,Yes,0115-Tfert,Yes,Yes,12+Months,Existing Customer,Normal
Female,0,No,No,6,Yes,Fiber Optic,No,Yes,Yes,Yes,Yes,Month-To-Month,Yes,Credit Card (Automatic),109.9,669.45,Yes,3992-Ywpko,Yes,Yes,0-6 Months,New Customer,High Risk
Female,0,Yes,Yes,30,Yes,Fiber Optic,No,Yes,Yes,Yes,Yes,Month-To-Month,Yes,Electronic Check,107.5,3242.5,No,8800-Zkrfw,Yes,Yes,12+Months,Existing Customer,Normal
Male,0,Yes,No,47,Yes,Fiber Optic,No,Yes,Yes,Yes,Yes,Month-To-Month,Yes,Electronic Check,109.55,5124.55,Yes,6599-Rclcj,Yes,Yes,12+Months,Existing Customer,Normal
Female,0,No,No,63,Yes,Fiber Optic,No,Yes,Yes,Yes,Yes,Month-To-Month,Yes,Credit Card (Automatic),109.85,7002.95,No,1656-Drsmg,Yes,Yes,12+Months,Existing Customer,Normal
Male,1,No,No,11,Yes,Fiber Optic,No,Yes,Yes,Yes,Yes,Month-To-Month,Yes,Electronic Check,111.4,1183.05,No,3292-Pbzej,Yes,Yes,6-12 Months,Existing Customer,Normal
Female,1,Yes,No,55,Yes,Fiber Optic,No,Yes,Yes,Yes,No,Month-To-Month,No,Electronic Check,90.45,5044.8,No,4918-Fyjnt,Yes,No,12+Months,Existing Customer,Normal
Male,0,No,No,3,Yes,Fiber Optic,No,Yes,Yes,Yes,Yes,Month-To-Month,Yes,Electronic Check,107.95,318.6,No,2081-Veyeh,No,Yes,0-6 Months,New Customer,High Risk
Male,1,No,No,52,Yes,Fiber Optic,No,Yes,Yes,Yes,Yes,Month-To-Month,Yes,Electronic Check,110.75,5832,No,1320-Rehcs,Yes,Yes,12+Months,Existing Customer,Normal
Female,0,No,No,38,Yes,Fiber Optic,No,Yes,Yes,Yes,No,Month-To-Month,Yes,Credit Card (Automatic),84.25,3264.5,Yes,7530-Hdyds,No,No,12+Months,Existing Customer,Normal
Female,1,No,No,52,No,Dsl,No,Yes,Yes,Yes,No,Month-To-Month,Yes,Electronic Check,50.5,2566.3,No,0523-Vngtf,No,Yes,12+Months,Existing Customer,Normal
Female,0,Yes,Yes,33,Yes,Fiber Optic,No,Yes,Yes,Yes,No,Month-To-Month,No,Credit Card (Automatic),88.6,2888.7,No,5846-Qfdfi,Yes,No,12+Months,Existing Customer,Normal
Male,0,Yes,Yes,13,Yes,Dsl,No,Yes,Yes,Yes,No,Month-To-Month,No,Bank Transfer (Automatic),61.8,750.1,No,4418-Lzmsv,No,No,12+Months,Existing Customer,Normal
Female,1,No,No,28,Yes,Dsl,No,Yes,Yes,Yes,No,Month-To-Month,No,Bank Transfer (Automatic),64.45,1867.6,No,7361-Ypxfs,Yes,No,12+Months,Existing Customer,Normal
Male,0,No,No,12,Yes,Fiber Optic,No,Yes,Yes,Yes,Yes,Month-To-Month,Yes,Mailed Check,112.95,1384.75,Yes,1583-Ihqze,Yes,Yes,6-12 Months,Existing Customer,Normal
Male,0,No,No,65,Yes,Fiber Optic,No,Yes,Yes,Yes,Yes,Month-To-Month,Yes,Electronic Check,109.15,6941.2,Yes,3571-Rfhar,Yes,Yes,12+Months,Existing Customer,Normal
Female,0,Yes,Yes,53,Yes,Fiber Optic,No,Yes,Yes,Yes,Yes,Month-To-Month,Yes,Bank Transfer (Automatic),108.25,5935.1,No,1074-Amioh,No,Yes,12+Months,Existing Customer,Normal
Female,1,No,No,33,Yes,Fiber Optic,No,Yes,Yes,Yes,Yes,Month-To-Month,Yes,Electronic Check,110.45,3655.45,Yes,3336-Jorso,Yes,Yes,12+Months,Existing Customer,Normal
Male,0,Yes,Yes,17,Yes,Dsl,No,Yes,Yes,Yes,No,Month-To-Month,Yes,Mailed Check,66.7,1077.05,No,0820-Fnrnx,Yes,No,12+Months,Existing Customer,Normal
Male,0,No,No,22,Yes,Fiber Optic,No,Yes,Yes,Yes,Yes,Month-To-Month,Yes,Bank Transfer (Automatic),94.95,2142.8,No,4391-Lnrxk,No,No,12+Months,Existing Customer,Normal
Female,0,No,No,11,Yes,Fiber Optic,No,Yes,Yes,Yes,Yes,Month-To-Month,Yes,Electronic Check,94.2,999.9,No,9093-Fpdlg,No,No,6-12 Months,Existing Customer,Normal
Male,1,No,No,12,Yes,Fiber Optic,No,Yes,Yes,Yes,No,Month-To-Month,Yes,Mailed Check,83.8,1029.75,Yes,8802-Unojf,No,No,6-12 Months,Existing Customer,Normal
Male,0,No,No,24,Yes,Fiber Optic,No,Yes,Yes,Yes,No,Month-To-Month,Yes,Electronic Check,85.95,2107.15,No,2960-Nkrso,No,No,12+Months,Existing Customer,Normal
Male,1,No,No,2,Yes,Fiber Optic,No,Yes,Yes,Yes,Yes,Month-To-Month,Yes,Credit Card (Automatic),95.1,180.25,Yes,5649-Anrml,No,No,0-6 Months,New Customer,High Risk
Male,0,Yes,Yes,13,Yes,Dsl,No,Yes,Yes,Yes,No,Month-To-Month,Yes,Electronic Check,72.8,930.05,No,5924-Ifqtt,Yes,Yes,12+Months,Existing Customer,Normal
Female,0,Yes,Yes,23,Yes,Fiber Optic,No,Yes,Yes,Yes,No,Month-To-Month,No,Electronic Check,83.8,1900.25,Yes,0461-Cvkmu,No,No,12+Months,Existing Customer,Normal
Female,0,Yes,Yes,52,Yes,Fiber Optic,No,Yes,Yes,Yes,No,Month-To-Month,No,Bank Transfer (Automatic),85.8,4433.3,No,0689-Dsxgl,No,No,12+Months,Existing Customer,Normal
Female,0,No,No,34,Yes,Fiber Optic,No,Yes,Yes,Yes,Yes,Month-To-Month,Yes,Electronic Check,105.1,3634.8,No,2874-Yxvva,No,Yes,12+Months,Existing Customer,Normal
Female,1,No,No,64,Yes,Dsl,No,Yes,Yes,Yes,Yes,Month-To-Month,No,Credit Card (Automatic),74.65,4869.35,No,8659-Hdiye,Yes,No,12+Months,Existing Customer,Normal
Male,1,Yes,No,33,No,Dsl,No,Yes,Yes,Yes,No,Month-To-Month,Yes,Electronic Check,50,1750.85,No,9373-Wsloy,No,Yes,12+Months,Existing Customer,Normal
Male,0,Yes,No,61,Yes,Fiber Optic,No,Yes,Yes,Yes,Yes,Month-To-Month,Yes,Electronic Check,114.1,7132.15,No,6710-Hsjrd,Yes,Yes,12+Months,Existing Customer,Normal
Female,0,Yes,No,63,Yes,Fiber Optic,No,Yes,Yes,Yes,Yes,Month-To-Month,Yes,Electronic Check,108.75,6871.7,No,2027-Wkxmw,Yes,Yes,12+Months,Existing Customer,Normal
Female,0,Yes,No,56,Yes,Fiber Optic,No,Yes,Yes,Yes,No,Month-To-Month,No,Electronic Check,90.55,5116.6,No,1020-Jpqow,Yes,No,12+Months,Existing Customer,Normal
Female,0,No,Yes,17,Yes,Fiber Optic,No,Yes,Yes,Yes,No,Month-To-Month,Yes,Credit Card (Automatic),92.7,1556.85,No,2074-Guhpq,Yes,No,12+Months,Existing Customer,Normal
Female,0,Yes,Yes,21,Yes,Fiber Optic,No,Yes,Yes,Yes,Yes,Month-To-Month,Yes,Electronic Check,102.8,2110.15,Yes,4658-Hcohw,No,Yes,12+Months,Existing Customer,Normal
Female,0,No,No,39,No,Dsl,No,Yes,Yes,Yes,No,Month-To-Month,No,Bank Transfer (Automatic),41.1,1597.05,No,8350-Nymvi,No,No,12+Months,Existing Customer,Normal
Female,0,Yes,No,64,Yes,Fiber Optic,No,Yes,Yes,Yes,Yes,Month-To-Month,Yes,Electronic Check,111.15,6953.4,No,2067-Qytcf,Yes,Yes,12+Months,Existing Customer,Normal
Male,0,No,No,2,No,Dsl,No,Yes,Yes,Yes,No,Month-To-Month,Yes,Credit Card (Automatic),40.4,77.15,Yes,5673-Tiyib,No,No,0-6 Months,New Customer,High Risk
Female,0,Yes,No,26,Yes,Dsl,No,Yes,Yes,Yes,Yes,Month-To-Month,No,Bank Transfer (Automatic),81.9,2078.55,No,8731-Wbbmb,No,Yes,12+Months,Existing Customer,Normal
Male,1,Yes,No,10,Yes,Fiber Optic,No,Yes,Yes,Yes,No,Month-To-Month,Yes,Mailed Check,92.5,934.1,Yes,5747-Pmbsq,No,Yes,6-12 Months,Existing Customer,Normal
Female,0,Yes,Yes,54,Yes,Dsl,No,Yes,Yes,Yes,Yes,Month-To-Month,Yes,Electronic Check,86.2,4524.05,No,0292-Wegch,Yes,Yes,12+Months,Existing Customer,Normal
Male,0,Yes,No,61,Yes,Fiber Optic,No,Yes,Yes,Yes,Yes,Month-To-Month,No,Credit Card (Automatic),94.15,5731.85,No,1346-Pjwtk,No,No,12+Months,Existing Customer,Normal
Male,0,Yes,No,9,Yes,Fiber Optic,No,Yes,Yes,Yes,No,Month-To-Month,Yes,Mailed Check,94.85,890.6,Yes,2344-Jmogn,No,Yes,6-12 Months,Existing Customer,Normal
Female,0,Yes,Yes,15,Yes,Dsl,No,Yes,Yes,Yes,Yes,Month-To-Month,No,Bank Transfer (Automatic),76.5,1155.6,No,6476-Yhmga,No,Yes,12+Months,Existing Customer,Normal
Female,0,No,No,13,Yes,Fiber Optic,No,Yes,Yes,Yes,No,Month-To-Month,No,Electronic Check,89.4,1132.35,Yes,3374-Lxdev,Yes,No,12+Months,Existing Customer,Normal
Male,1,Yes,Yes,34,Yes,Fiber Optic,No,Yes,Yes,Yes,Yes,Month-To-Month,Yes,Electronic Check,108.9,3625.2,No,9971-Zwpbf,Yes,Yes,12+Months,Existing Customer,Normal
Female,1,Yes,Yes,57,Yes,Fiber Optic,No,Yes,Yes,Yes,No,Month-To-Month,Yes,Credit Card (Automatic),95.3,5567.45,No,8421-Wzoow,No,Yes,12+Months,Existing Customer,Normal
Male,0,Yes,No,42,Yes,Fiber Optic,No,Yes,Yes,Yes,Yes,Month-To-Month,Yes,Electronic Check,99.45,4138.05,Yes,8019-Enhxu,Yes,No,12+Months,Existing Customer,Normal
Male,0,No,No,11,Yes,Dsl,No,Yes,Yes,Yes,No,Month-To-Month,Yes,Electronic Check,60.9,688.5,No,1353-Ljwem,No,No,6-12 Months,Existing Customer,Normal
Female,1,Yes,No,27,Yes,Dsl,No,Yes,Yes,Yes,Yes,Month-To-Month,No,Electronic Check,83.85,2310.2,No,0822-Qgcxa,Yes,Yes,12+Months,Existing Customer,Normal
Male,0,Yes,Yes,35,Yes,Fiber Optic,No,Yes,Yes,Yes,Yes,Month-To-Month,Yes,Electronic Check,109.95,3782.4,No,3174-Rkmow,Yes,Yes,12+Months,Existing Customer,Normal
Male,0,Yes,Yes,44,Yes,Dsl,No,Yes,Yes,Yes,No,Month-To-Month,Yes,Mailed Check,61.9,2924.05,No,2408-Psjve,No,No,12+Months,Existing Customer,Normal
Female,0,No,No,54,Yes,Fiber Optic,No,Yes,Yes,Yes,Yes,Month-To-Month,No,Electronic Check,111.1,6014.85,Yes,9079-Yexqj,Yes,Yes,12+Months,Existing Customer,Normal
Male,0,No,No,62,Yes,Dsl,No,Yes,Yes,Yes,Yes,Month-To-Month,Yes,Bank Transfer (Automatic),80.4,4981.15,No,2363-Bjlsl,No,Yes,12+Months,Existing Customer,Normal
Female,0,No,No,23,Yes,Fiber Optic,No,Yes,Yes,Yes,No,Month-To-Month,No,Bank Transfer (Automatic),83.2,2032.3,No,6633-Syeus,No,No,12+Months,Existing Customer,Normal
Female,0,Yes,Yes,10,Yes,Dsl,No,No,Yes,Yes,No,Month-To-Month,No,Credit Card (Automatic),55.2,528.35,Yes,4190-Mfluw,No,No,6-12 Months,Existing Customer,Normal
Male,0,No,No,14,No,Dsl,No,No,Yes,Yes,Yes,Month-To-Month,Yes,Electronic Check,55,771.95,No,8645-Kwhjo,No,Yes,12+Months,Existing Customer,Normal
Male,1,No,No,33,No,Dsl,No,No,Yes,Yes,Yes,Month-To-Month,Yes,Electronic Check,54.6,1803.7,No,2519-Erqoj,No,Yes,12+Months,Existing Customer,Normal
Female,0,No,No,26,No,Dsl,No,No,Yes,Yes,No,Month-To-Month,Yes,Credit Card (Automatic),44.45,1183.8,No,2320-Slkmb,No,Yes,12+Months,Existing Customer,Normal
Male,0,No,No,1,Yes,Dsl,No,No,Yes,Yes,No,Month-To-Month,No,Mailed Check,55.05,55.05,No,3577-Amvux,No,No,0-6 Months,New Customer,High Risk
Male,0,No,No,7,Yes,Dsl,No,No,Yes,Yes,No,Month-To-Month,No,Bank Transfer (Automatic),64.3,445.95,No,7319-Venrz,No,Yes,6-12 Months,Existing Customer,Normal
Male,0,No,No,18,Yes,Dsl,No,No,Yes,Yes,No,Month-To-Month,No,Credit Card (Automatic),55.2,1058.1,No,7382-Dfjtu,No,No,12+Months,Existing Customer,Normal
Male,0,No,No,5,Yes,Dsl,No,No,Yes,Yes,No,Month-To-Month,Yes,Credit Card (Automatic),63.95,318.1,No,0295-Qvkpb,No,Yes,0-6 Months,New Customer,High Risk
Male,0,Yes,Yes,34,No,Dsl,No,No,Yes,Yes,No,Month-To-Month,Yes,Electronic Check,44.85,1442.6,No,5337-Iiwkz,No,Yes,12+Months,Existing Customer,Normal
Male,1,No,No,12,No,Dsl,No,No,Yes,Yes,Yes,Month-To-Month,Yes,Electronic Check,43.65,526.95,Yes,1271-Sjbgz,No,No,6-12 Months,Existing Customer,Normal
Female,0,Yes,No,23,Yes,Dsl,No,No,Yes,Yes,No,Month-To-Month,No,Electronic Check,54.25,1221.55,No,6475-Vhuiz,No,No,12+Months,Existing Customer,Normal
Male,0,Yes,No,12,Yes,Dsl,No,No,Yes,Yes,Yes,Month-To-Month,Yes,Electronic Check,74.15,741.4,No,7077-Xjmet,No,Yes,6-12 Months,Existing Customer,Normal
Male,0,Yes,No,3,Yes,Dsl,No,No,Yes,Yes,No,Month-To-Month,Yes,Mailed Check,55.8,154.55,No,7055-Hneoj,No,No,0-6 Months,New Customer,High Risk
Male,0,No,No,27,Yes,Dsl,No,No,Yes,Yes,No,Month-To-Month,No,Electronic Check,59.45,1611.65,No,4939-Kyypy,Yes,No,12+Months,Existing Customer,Normal
Male,0,No,No,4,Yes,Dsl,No,No,Yes,Yes,Yes,Month-To-Month,Yes,Electronic Check,74.4,299.7,Yes,8640-Sdgkb,No,Yes,0-6 Months,New Customer,High Risk
Male,0,No,No,1,Yes,Dsl,No,No,Yes,Yes,Yes,Month-To-Month,Yes,Electronic Check,75.5,75.5,No,0817-Hsuse,No,Yes,0-6 Months,New Customer,High Risk
Male,1,Yes,No,8,Yes,Dsl,No,No,Yes,Yes,Yes,Month-To-Month,Yes,Credit Card (Automatic),64.4,581.7,No,1465-Lntlj,No,No,6-12 Months,Existing Customer,Normal
Male,0,No,No,31,Yes,Dsl,No,No,Yes,Yes,No,Month-To-Month,Yes,Electronic Check,55.25,1715.65,Yes,4701-Mljpn,No,No,12+Months,Existing Customer,Normal
Male,1,Yes,No,24,No,Dsl,No,No,Yes,Yes,No,Month-To-Month,No,Mailed Check,34.25,828.2,No,8070-Aawzp,No,No,12+Months,Existing Customer,Normal
Male,0,No,No,5,Yes,Dsl,No,No,Yes,Yes,Yes,Month-To-Month,No,Bank Transfer (Automatic),75.15,392.65,No,0867-Ldttc,No,Yes,0-6 Months,New Customer,High Risk
Female,0,No,No,8,Yes,Dsl,No,No,Yes,Yes,Yes,Month-To-Month,No,Mailed Check,64.1,504.05,No,3629-Weaam,No,No,6-12 Months,Existing Customer,Normal
Female,0,No,No,17,Yes,Dsl,No,No,Yes,Yes,No,Month-To-Month,Yes,Mailed Check,69,1108,No,1703-Mgiab,Yes,Yes,12+Months,Existing Customer,Normal
Female,0,No,Yes,9,Yes,Dsl,No,No,Yes,Yes,Yes,Month-To-Month,Yes,Mailed Check,72.9,651.4,Yes,0260-Zdlgk,No,Yes,6-12 Months,Existing Customer,Normal
Female,0,No,No,10,Yes,Dsl,No,No,Yes,Yes,No,Month-To-Month,No,Electronic Check,54.25,583,No,3604-Wlabm,No,No,6-12 Months,Existing Customer,Normal
Male,1,No,No,5,No,Dsl,No,No,Yes,Yes,No,Month-To-Month,No,Credit Card (Automatic),45.4,214.75,No,9708-Hpxwz,No,Yes,0-6 Months,New Customer,High Risk
Male,0,No,No,19,Yes,Dsl,No,No,Yes,Yes,No,Month-To-Month,No,Electronic Check,59.55,1144.6,No,0228-Mauwc,Yes,No,12+Months,Existing Customer,Normal
Male,0,Yes,No,31,Yes,Dsl,No,No,Yes,Yes,Yes,Month-To-Month,Yes,Credit Card (Automatic),66.4,2019.8,No,7036-Zzkbd,No,No,12+Months,Existing Customer,Normal
Male,0,No,No,1,Yes,Dsl,No,No,Yes,Yes,No,Month-To-Month,No,Mailed Check,62.05,0,Yes,1541-Etjzo,Yes,No,0-6 Months,New Customer,High Risk
Male,0,No,No,19,Yes,Dsl,No,No,Yes,Yes,No,Month-To-Month,Yes,Credit Card (Automatic),55,1046.5,Yes,8292-Tyspy,No,No,12+Months,Existing Customer,Normal
Female,0,No,No,18,No,Dsl,No,No,Yes,Yes,No,Month-To-Month,Yes,Electronic Check,35.2,607.3,No,6133-Ozile,No,No,12+Months,Existing Customer,Normal
Female,0,No,No,2,Yes,Dsl,No,No,Yes,Yes,Yes,Month-To-Month,No,Electronic Check,76.4,160.8,Yes,1597-Fzreh,No,Yes,0-6 Months,New Customer,High Risk
Male,0,No,No,59,Yes,Dsl,No,No,Yes,Yes,No,Month-To-Month,Yes,Electronic Check,64.65,3735.45,No,3863-Qstyi,No,Yes,12+Months,Existing Customer,Normal
Female,0,No,No,1,No,Dsl,No,No,Yes,Yes,No,Month-To-Month,No,Mailed Check,35.9,35.9,No,2049-Bafnw,No,No,0-6 Months,New Customer,High Risk
Male,0,No,No,5,Yes,Dsl,No,No,Yes,Yes,No,Month-To-Month,No,Electronic Check,56.15,291.45,No,4482-Ftffx,No,No,0-6 Months,New Customer,High Risk
Female,0,No,No,67,No,Dsl,No,No,Yes,Yes,Yes,Month-To-Month,Yes,Credit Card (Automatic),53.4,3579.15,No,3896-Rcyye,No,Yes,12+Months,Existing Customer,Normal
Female,0,No,No,35,No,Dsl,No,No,Yes,Yes,No,Month-To-Month,Yes,Mailed Check,33.45,1175.85,No,2946-Kiqsp,No,No,12+Months,Existing Customer,Normal
Female,0,No,No,7,Yes,Dsl,No,No,Yes,Yes,Yes,Month-To-Month,No,Bank Transfer (Automatic),62.8,418.3,No,5309-Taikl,No,No,6-12 Months,Existing Customer,Normal
Female,0,No,Yes,13,Yes,Dsl,No,No,Yes,Yes,No,Month-To-Month,No,Mailed Check,53.45,718.1,No,0939-Eremr,No,No,12+Months,Existing Customer,Normal
Female,0,Yes,No,5,Yes,Dsl,No,No,Yes,Yes,No,Month-To-Month,No,Bank Transfer (Automatic),67.95,350.3,Yes,2100-Bdnsn,Yes,Yes,0-6 Months,New Customer,High Risk
Male,0,Yes,Yes,15,Yes,Dsl,No,No,Yes,Yes,No,Month-To-Month,Yes,Bank Transfer (Automatic),59.65,867.1,No,1794-Swwkl,Yes,No,12+Months,Existing Customer,Normal
Male,0,Yes,Yes,31,Yes,Dsl,No,No,Yes,Yes,No,Month-To-Month,No,Mailed Check,54.35,1647,No,5012-Yspjj,No,No,12+Months,Existing Customer,Normal
Male,0,Yes,No,55,No,Dsl,No,No,Yes,Yes,Yes,Month-To-Month,Yes,Bank Transfer (Automatic),54.55,2978.3,Yes,4701-Ahwmw,No,Yes,12+Months,Existing Customer,Normal
Female,0,No,No,28,No,Dsl,No,No,Yes,Yes,No,Month-To-Month,Yes,Mailed Check,35.75,961.4,No,7746-Awnqw,No,No,12+Months,Existing Customer,Normal
Male,0,No,No,26,No,Dsl,No,No,Yes,Yes,No,Month-To-Month,No,Electronic Check,35.75,1022.5,No,4501-Vcpfk,No,No,12+Months,Existing Customer,Normal
Female,0,Yes,No,28,Yes,Fiber Optic,No,No,Yes,Yes,Yes,Month-To-Month,Yes,Electronic Check,104.8,3046.05,Yes,7892-Pookp,Yes,Yes,12+Months,Existing Customer,Normal
Female,0,Yes,No,2,Yes,Fiber Optic,No,No,Yes,Yes,Yes,Month-To-Month,Yes,Electronic Check,104.4,242.8,Yes,1875-Qivme,Yes,Yes,0-6 Months,New Customer,High Risk
Male,0,No,No,4,Yes,Fiber Optic,No,No,Yes,Yes,Yes,Month-To-Month,Yes,Electronic Check,90.4,356.65,No,8266-Vbfql,No,No,0-6 Months,New Customer,High Risk
Female,0,Yes,No,25,Yes,Fiber Optic,No,No,Yes,Yes,Yes,Month-To-Month,Yes,Bank Transfer (Automatic),104.95,2566.5,Yes,9601-Brxpo,Yes,Yes,12+Months,Existing Customer,Normal
Male,0,No,No,40,Yes,Fiber Optic,No,No,Yes,Yes,Yes,Month-To-Month,No,Bank Transfer (Automatic),104.8,4131.95,Yes,9412-Gheec,Yes,Yes,12+Months,Existing Customer,Normal
Female,0,Yes,No,20,Yes,Fiber Optic,No,No,Yes,Yes,No,Month-To-Month,Yes,Mailed Check,81,1683.7,No,7929-Dmbcv,No,No,12+Months,Existing Customer,Normal
Female,0,No,No,45,Yes,Fiber Optic,No,No,Yes,Yes,No,Month-To-Month,Yes,Electronic Check,87.25,3941.7,Yes,6439-Gtpca,Yes,No,12+Months,Existing Customer,Normal
Female,0,Yes,No,61,Yes,Fiber Optic,No,No,Yes,Yes,Yes,Month-To-Month,Yes,Electronic Check,106.35,6751.35,No,4220-Tinqt,Yes,Yes,12+Months,Existing Customer,Normal
Male,0,Yes,No,4,Yes,Fiber Optic,No,No,Yes,Yes,No,Month-To-Month,Yes,Mailed Check,80.6,319.15,Yes,3671-Shrsp,No,No,0-6 Months,New Customer,High Risk
Female,1,Yes,No,11,Yes,Fiber Optic,No,No,Yes,Yes,Yes,Month-To-Month,Yes,Bank Transfer (Automatic),104.05,1133.65,Yes,5293-Wxjak,Yes,Yes,6-12 Months,Existing Customer,Normal
Male,0,No,No,15,Yes,Fiber Optic,No,No,Yes,Yes,Yes,Month-To-Month,Yes,Electronic Check,101.35,1553.95,Yes,0125-Lzqxk,No,Yes,12+Months,Existing Customer,Normal
Male,0,No,No,35,Yes,Fiber Optic,No,No,Yes,Yes,No,Month-To-Month,No,Electronic Check,95.5,3418.2,No,5302-Bdjnt,Yes,Yes,12+Months,Existing Customer,Normal
Male,0,Yes,Yes,2,Yes,Fiber Optic,No,No,Yes,Yes,Yes,Month-To-Month,No,Credit Card (Automatic),90,190.05,Yes,3703-Vavcl,No,No,0-6 Months,New Customer,High Risk
